post_id,platform,timestamp,lang,text,topic,stance,toxicity,is_campaign_suspected,likes,comments,hashtags_joined,source_url
ig_800942,instagram,2025-08-11T10:16:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,4677,437,#EducationReform;#TechForGood,https://instagram.com/p/ig_800942
ig_800943,instagram,2025-07-19T19:30:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,15545,1405,#DigitalLiteracy;#Innovation,https://instagram.com/p/ig_800943
ig_800947,instagram,2025-08-08T01:42:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,19365,936,#EducationReform;#ClimateAction,https://instagram.com/p/ig_800947
ig_800948,instagram,2025-07-28T01:04:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,19174,169,#FinancialInclusion;#WomenInSTEM,https://instagram.com/p/ig_800948
ig_800958,instagram,2025-08-11T14:05:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,16935,148,#ClimateAction;#RoadSafety,https://instagram.com/p/ig_800958
ig_800962,instagram,2025-08-06T02:13:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12171,867,#TechForGood;#FinancialInclusion,https://instagram.com/p/ig_800962
ig_800967,instagram,2025-07-31T18:45:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,2208,59,#FinancialInclusion;#SkillDevelopment,https://instagram.com/p/ig_800967
ig_800968,instagram,2025-07-15T22:29:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13930,1017,#WomenInSTEM;#FinancialInclusion,https://instagram.com/p/ig_800968
ig_800970,instagram,2025-08-20T21:08:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,18590,1282,#FinancialInclusion;#CleanEnergy,https://instagram.com/p/ig_800970
ig_800971,instagram,2025-08-15T10:55:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12041,890,#CommunityDevelopment;#Sustainability,https://instagram.com/p/ig_800971
ig_800973,instagram,2025-08-20T22:39:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,5411,543,#PublicHealth;#TechForGood,https://instagram.com/p/ig_800973
ig_800974,instagram,2025-07-30T18:30:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,13928,443,#PublicHealth;#Innovation,https://instagram.com/p/ig_800974
ig_800977,instagram,2025-08-22T20:39:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,6715,1026,#WomenInSTEM;#CleanEnergy,https://instagram.com/p/ig_800977
ig_800986,instagram,2025-08-04T03:16:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,12678,802,#Sustainability;#StartupEcosystem,https://instagram.com/p/ig_800986
ig_800993,instagram,2025-07-27T18:02:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8009,1088,#YouthVoices;#Sustainability,https://instagram.com/p/ig_800993
ig_800994,instagram,2025-08-09T21:33:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,9237,783,#Innovation;#SkillDevelopment,https://instagram.com/p/ig_800994
ig_800995,instagram,2025-08-17T17:52:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,10328,786,#CommunityDevelopment;#FinancialInclusion,https://instagram.com/p/ig_800995
ig_800997,instagram,2025-08-24T20:46:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,4060,948,#CivicEngagement;#Innovation,https://instagram.com/p/ig_800997
ig_800998,instagram,2025-08-14T17:41:00Z,en,Proud of initiatives driving progress in India—great energy!,India,pro,safe,False,8893,990,#Innovation;#FinancialInclusion,https://instagram.com/p/ig_800998
